cow_id,timestamp,anomaly_score,is_anomaly
0,2026-01-01 00:00:00,1.1314313853081663,1
0,2026-01-01 00:05:00,1.1361059416198067,1
0,2026-01-01 00:10:00,1.1757927918090196,1
0,2026-01-01 00:15:00,1.1279812313284667,1
0,2026-01-01 00:20:00,1.1371290059347194,1
0,2026-01-01 00:25:00,1.157846400767811,1
0,2026-01-01 00:30:00,1.1374956581555673,1
0,2026-01-01 00:35:00,1.1373777012980923,1
0,2026-01-01 00:40:00,1.126742406997546,1
0,2026-01-01 00:45:00,1.1653041916177362,1
0,2026-01-01 00:50:00,1.1452471522122467,1
0,2026-01-01 00:55:00,1.1573986376633467,1
0,2026-01-01 01:00:00,1.15424217453379,1
0,2026-01-01 01:05:00,1.1402691210405917,1
0,2026-01-01 01:10:00,1.116336400181979,1
0,2026-01-01 01:15:00,1.1416741860284711,1
0,2026-01-01 01:20:00,1.141419743878135,1
0,2026-01-01 01:25:00,1.1559980889275616,1
0,2026-01-01 01:30:00,1.121215641838838,1
0,2026-01-01 01:35:00,1.1215073482443125,1
0,2026-01-01 01:40:00,1.1396819839207633,1
0,2026-01-01 01:45:00,1.1679623968256525,1
0,2026-01-01 01:50:00,1.1271756616867155,1
0,2026-01-01 01:55:00,1.1270708633234012,1
0,2026-01-01 02:00:00,1.1412379922466038,1
0,2026-01-01 02:05:00,1.132532353453381,1
0,2026-01-01 02:10:00,1.139116967133453,1
0,2026-01-01 02:15:00,1.1213548429504558,1
0,2026-01-01 02:20:00,1.140945556589772,1
0,2026-01-01 02:25:00,1.1293564529650164,1
0,2026-01-01 02:30:00,1.1205531120539476,1
0,2026-01-01 02:35:00,1.1302529763730058,1
0,2026-01-01 02:40:00,1.1433716060510124,1
0,2026-01-01 02:45:00,1.1281992852359815,1
0,2026-01-01 02:50:00,1.1142973973598314,1
0,2026-01-01 02:55:00,1.1368303306036842,1
0,2026-01-01 03:00:00,1.129268339490224,1
0,2026-01-01 03:05:00,1.1373672623828956,1
0,2026-01-01 03:10:00,1.1368796184095231,1
0,2026-01-01 03:15:00,1.1271006460942656,1
0,2026-01-01 03:20:00,1.1174905314057826,1
0,2026-01-01 03:25:00,1.1302447719827957,1
0,2026-01-01 03:30:00,1.1085752488393206,1
0,2026-01-01 03:35:00,1.123579730485198,1
0,2026-01-01 03:40:00,1.1335517317911161,1
0,2026-01-01 03:45:00,1.1290303339395489,1
0,2026-01-01 03:50:00,1.128233336949151,1
0,2026-01-01 03:55:00,1.1444694420419261,1
0,2026-01-01 04:00:00,1.1270974843833528,1
0,2026-01-01 04:05:00,1.12137546523976,1
0,2026-01-01 04:10:00,1.1234486988915313,1
0,2026-01-01 04:15:00,1.1500252079819582,1
0,2026-01-01 04:20:00,1.460522120414109,1
0,2026-01-01 04:25:00,1.130052121018407,1
0,2026-01-01 04:30:00,1.1282259902335414,1
0,2026-01-01 04:35:00,1.1341423334850114,1
0,2026-01-01 04:40:00,1.1317506284174963,1
0,2026-01-01 04:45:00,1.1119420737142969,1
0,2026-01-01 04:50:00,1.1179967524475125,1
0,2026-01-01 04:55:00,1.108149330025272,1
0,2026-01-01 05:00:00,0.8971806763708077,0
0,2026-01-01 05:05:00,1.1315299189862884,1
0,2026-01-01 05:10:00,1.1227857304394644,1
0,2026-01-01 05:15:00,1.139154870739692,1
0,2026-01-01 05:20:00,1.150138777233544,1
0,2026-01-01 05:25:00,1.1425852127487217,1
0,2026-01-01 05:30:00,1.1316087340095118,1
0,2026-01-01 05:35:00,1.1220614690230426,1
0,2026-01-01 05:40:00,1.1383968724041553,1
0,2026-01-01 05:45:00,1.1193713033861719,1
0,2026-01-01 05:50:00,1.1304840716460276,1
0,2026-01-01 05:55:00,1.1199880212041007,1
0,2026-01-01 06:00:00,1.133578316211034,1
0,2026-01-01 06:05:00,1.135000350281207,1
0,2026-01-01 06:10:00,1.1363895259472137,1
0,2026-01-01 06:15:00,1.1190186149980774,1
0,2026-01-01 06:20:00,1.142490060588896,1
0,2026-01-01 06:25:00,1.1258381634766015,1
0,2026-01-01 06:30:00,1.1203067740284878,1
0,2026-01-01 06:35:00,1.117497848458747,1
0,2026-01-01 06:40:00,1.1226672448250272,1
0,2026-01-01 06:45:00,1.1398769119051502,1
0,2026-01-01 06:50:00,1.1588374446038245,1
0,2026-01-01 06:55:00,1.1280831949468504,1
0,2026-01-01 07:00:00,1.1246699724392377,1
0,2026-01-01 07:05:00,1.117109727991676,1
0,2026-01-01 07:10:00,1.1075440902749056,1
0,2026-01-01 07:15:00,1.12663337977044,1
0,2026-01-01 07:20:00,1.1191256434193968,1
0,2026-01-01 07:25:00,1.1293136220152178,1
0,2026-01-01 07:30:00,1.1283704911515366,1
0,2026-01-01 07:35:00,1.1403456158384326,1
0,2026-01-01 07:40:00,1.1316584493262511,1
0,2026-01-01 07:45:00,1.1297725999111197,1
0,2026-01-01 07:50:00,1.144380461485373,1
0,2026-01-01 07:55:00,1.1182998292621074,1
0,2026-01-01 08:00:00,1.1290412580036326,1
0,2026-01-01 08:05:00,1.1228874186189324,1
0,2026-01-01 08:10:00,1.1349777466862814,1
0,2026-01-01 08:15:00,1.1254966600320968,1
0,2026-01-01 08:20:00,1.0527032391848594,0
0,2026-01-01 08:25:00,1.0937362626551868,1
0,2026-01-01 08:30:00,1.0845930903711452,1
0,2026-01-01 08:35:00,1.063891652392018,0
0,2026-01-01 08:40:00,1.0796699069895288,0
0,2026-01-01 08:45:00,1.0436793137169476,0
0,2026-01-01 08:50:00,1.060531463917461,0
0,2026-01-01 08:55:00,1.107250298699138,1
0,2026-01-01 09:00:00,1.0768698008542248,0
0,2026-01-01 09:05:00,1.113704295471554,1
0,2026-01-01 09:10:00,1.1236321289122921,1
0,2026-01-01 09:15:00,1.0789698218204187,0
0,2026-01-01 09:20:00,1.1149206607190725,1
0,2026-01-01 09:25:00,1.0642907721710975,0
0,2026-01-01 09:30:00,1.1096155536447627,1
0,2026-01-01 09:35:00,1.0897616053249037,1
0,2026-01-01 09:40:00,1.108359329232588,1
0,2026-01-01 09:45:00,1.119032928042766,1
0,2026-01-01 09:50:00,1.4134179598686902,1
0,2026-01-01 09:55:00,1.050725320708168,0
0,2026-01-01 10:00:00,1.0854545920250074,1
0,2026-01-01 10:05:00,1.114232472501699,1
0,2026-01-01 10:10:00,1.123226511414042,1
0,2026-01-01 10:15:00,1.151345363731684,1
0,2026-01-01 10:20:00,1.06783000101752,0
0,2026-01-01 10:25:00,1.1337279438621803,1
0,2026-01-01 10:30:00,1.088860722832684,1
0,2026-01-01 10:35:00,1.1077444127215847,1
0,2026-01-01 10:40:00,1.096279813529376,1
0,2026-01-01 10:45:00,1.0803525973596635,0
0,2026-01-01 10:50:00,1.0823615824461559,0
0,2026-01-01 10:55:00,1.1158726058432529,1
0,2026-01-01 11:00:00,1.0837181291422038,0
0,2026-01-01 11:05:00,1.3971441518512258,1
0,2026-01-01 11:10:00,1.0738801694476536,0
0,2026-01-01 11:15:00,1.0990601755765872,1
0,2026-01-01 11:20:00,1.0898862785438586,1
0,2026-01-01 11:25:00,1.083573621203683,0
0,2026-01-01 11:30:00,1.097787202025414,1
0,2026-01-01 11:35:00,1.1692941900887828,1
0,2026-01-01 11:40:00,1.1114580656539637,1
0,2026-01-01 11:45:00,1.0913315183225067,1
0,2026-01-01 11:50:00,1.1087185369350707,1
0,2026-01-01 11:55:00,1.104037357173767,1
0,2026-01-01 12:00:00,1.1120770868940841,1
0,2026-01-01 12:05:00,1.1151924749436053,1
0,2026-01-01 12:10:00,1.104322800441449,1
0,2026-01-01 12:15:00,1.0939010406995329,1
0,2026-01-01 12:20:00,1.077776556164761,0
0,2026-01-01 12:25:00,1.0948854778891195,1
0,2026-01-01 12:30:00,1.0897309140217812,1
0,2026-01-01 12:35:00,1.1191651335662147,1
0,2026-01-01 12:40:00,1.0808977803552744,0
0,2026-01-01 12:45:00,1.1100128069144044,1
